text,contains exclamation mark,hasHashtag,Count uppercase letters,Count Lowercase letters,Number_of_Characters,has first person Pronoun,Contains smiling emoticon,Sentiment Score(n+-),No_of_positive_words,No_of_negative_words,isPositiveSentiment,isNegativeSentiment,isNeutralSentiment,hasUserMention(Old System feature),hasURL(Old System feature),hasQuestionMark(Old System Feature),truncated,hasUserDescription,protected,verified,followers_count,friends_count,listed_count,favourites_count,statuses_count,isFrequentAuthor(Old system feature),RegAgeInDays(Old System Feature),geo_enabled,profile_background_tile,profile_use_background_image,default_profile,default_profile_image,retweet_count,favorite_count,class
Observe Du30s rhetoric the declaration of Martial law is seen as the be-all solution to \all problems in Mindanao\ https\/\/t.co\/iPWUWpIdgU,FALSE,FALSE,10,99,140,FALSE,FALSE,97.71,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,369,301,1,2294,7275,FALSE,610,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
Total of 225 people\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\nPast month \u2018deadliest on record\u2019 for Syrian civilians killed in US-led air strikes https\/\/t.co\/cBQVhUJisQ,FALSE,FALSE,11,125,199,FALSE,FALSE,63.38,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,101,88,1,3649,1807,FALSE,413,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE
Present Duterte meets with family of Carl Angelo \n\nPresent Rodrigo Roa Duterte on September 6 Wednesday met... https\/\/t.co\/Yl0hjMZbVS,FALSE,FALSE,15,92,138,FALSE,FALSE,99.8,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,23,52,0,76,759,FALSE,3103,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
A bag of milled rice was selling at P10 000 in Iligan City at the height of the fighting in Marawi but I don  t thi\u2026 https://t.co/4MG7s85spo,FALSE,FALSE,8,91,144,TRUE,FALSE,81.38,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1442,115,6,94,585,FALSE,78,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
Yes! - #FireMocha trends on Twitter after another social media gaffe - CNN Philippines https\/\/t.co\/qpfTxYcMJ6,TRUE,TRUE,12,74,112,FALSE,FALSE,60.95,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,308,266,25,129,17340,FALSE,3177,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
Another young person 14 years old killed and stabbed 30 times. Reynaldo de Guzman was with Carl Arnaiz before he d\u2026 https\/\/t.co\/y34AijTjJn,FALSE,FALSE,8,98,146,FALSE,FALSE,65.06,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,7769,70,85,1176,10488,TRUE,3131,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
LTFRB lifted Uber suspension after Iber paid 190M,FALSE,FALSE,8,31,49,FALSE,FALSE,72.2668,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,257,162,7,21429,47594,FALSE,2159,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,TRUE
#LiveSaDZRH: Atty. Aileen Lizada spokesperson ng @LTFRB kaugnay ng fine na ipinababayad sa Uber. https://t.co/KYgljQ6ELv,FALSE,TRUE,20,75,120,FALSE,FALSE,64.2507,1,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,44137,1037,436,510,254365,TRUE,2941,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
Duterte declares martial law in southern Philippines https\/\/t.co\/mIx5IiY5nP,FALSE,FALSE,6,56,78,FALSE,FALSE,50,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,98,832,11,701,5756,FALSE,2704,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Nueva Ecija Chief PSupt. Madria says they believe 14yr old Reynaldo was killed only recently. He was missing since\u2026 https\/\/t.co\/u5Vj3GPxh0,FALSE,FALSE,11,97,146,FALSE,FALSE,53.3325,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,6141,1657,71,2243,51790,TRUE,3042,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
LOOK List of provinces where Martial Law is in effect https\/\/t.co\/nlbhBS744U,FALSE,FALSE,10,49,79,FALSE,FALSE,54.19,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,305770,299,3,46,3281,FALSE,1145,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
Law dean Divina: UST should not be judged for Atio\xa0death https://t.co/4dhbPwMvmS https://t.co/3cwnmm0MDo,FALSE,FALSE,11,69,107,FALSE,FALSE,52.9181,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1729,549,70,0,138661,TRUE,2992,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,FALSE
MANCHESTER BOMBER NAMED Suice attacker ID\u2019d as ISIS calls monster soldier of caliphate https\/\/t.co\/IZrfm4NHDR https\/\/t.co\/I9e98zQDHC,FALSE,FALSE,39,67,143,FALSE,FALSE,62.07,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,441,1623,73,12,147470,FALSE,2348,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Ping Joel doubt if Trangia should be state witness in Atio hazing-slay MPDs Coronel says Solano testimony enough\nhttps//t.co/qGLmewJyUP,FALSE,FALSE,14,99,136,FALSE,FALSE,92.9941,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,11612,62,73,4644,114270,TRUE,1293,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE
Eduardo Gabriel (Father of Reynaldo de Guzman) He was a happy child close to his mother | #CNNPHNewsNight live https\/\/t.co\/bYAQhw0y4t\n\n\u2026,FALSE,TRUE,16,91,146,FALSE,FALSE,96.54,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1887,415,517,281,614170,TRUE,3119,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,TRUE
ISIS and their Supporters Celebrating the UK Terror Attack on Social Media https\/\/t.co\/7nj9voPZFW,FALSE,FALSE,16,63,100,FALSE,FALSE,90.83,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,42841,41778,352,4434,130478,TRUE,1287,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
Lizada: Ever since LTFRBs existence there has been no order for conversion of suspension to fine.,FALSE,FALSE,7,73,97,FALSE,FALSE,62.608,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4351478,776,7740,5739,462308,TRUE,3046,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,TRUE
NOW on ANC: @RaineMusngi speaks with LTFRB spokesperson Aileen Lizada. https://t.co/hkiHGfkvhs,FALSE,FALSE,17,59,94,FALSE,FALSE,51.3085,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4351478,776,7440,5739,462308,TRUE,41,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
@PhilippineStar: @romina_marie READ: LTFRB ruling on Uber pleading to convert suspension to fine. Uber only offered to pay P10M. | @romi\u2026,FALSE,FALSE,15,91,142,FALSE,FALSE,52.2961,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,399475,1404,1282,3007,329835,TRUE,2083,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
This thread https\/\/t.co\/8QULdNKBUW,FALSE,FALSE,9,18,37,FALSE,FALSE,50.94,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,425,698,5,5745,29017,FALSE,2969,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
  @SenGracePOE That 190M fine means to put down Uber business for the personal interest of LTFRB official and to prot\u2026 https://t.co/uLDc3c7UsB,FALSE,FALSE,17,92,145,FALSE,FALSE,96.441,1,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14,35,0,12,73,FALSE,2625,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Mayor Inday wants IDPs from Marawi to stay in Davao while rehab is ongoing https//t.co/jLKiPfJSem https//t.co/E6i0oFWZVD,FALSE,FALSE,18,77,120,FALSE,FALSE,50.2314,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,185,105,3,12,857,FALSE,376,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
LTFRB computed P10M multiplied by 19 remaining days of suspension (from Tuesday) as basis for amount of Uber  s penalty.(via   @gerarddelapena),FALSE,FALSE,9,101,140,FALSE,FALSE,58.6493,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,439,0,0,536,FALSE,45,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,TRUE
Sen Lacson on the investigation of hazing victim horacio atio castillo III   @dwiz882 https://t.co/I0EKIcZ89r,FALSE,FALSE,10,72,107,FALSE,FALSE,58.8928,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,485,259,4,128,1074,FALSE,2985,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
  @SenGracePOE: I welcome the decision of the LTFRB to penalize Uber with a fine instead of having it serve the remainder of its 30-day su\u2026,FALSE,FALSE,12,96,142,TRUE,FALSE,82.482,2,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,105672,128,203,1135,3803,FALSE,1818,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
#PrayForManchester \n#PrayForMarawi \n#PrayForBangkok\nAlliance of west\ndrop bombs in poor muslims in iraq and syria\nhttps\/\/t.co\/ds8TvOgsFP,FALSE,TRUE,14,102,144,FALSE,FALSE,77.35,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,144,0,0,40,124,FALSE,105,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
  @PhilippineStar:   @romina_marie LTFRB spox Aileen Lizada said Uber can either carry out full 30 day suspension or pay the fine to resume\u2026,FALSE,FALSE,10,99,141,FALSE,FALSE,65.7884,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,399475,1404,1282,3007,329835,TRUE,2083,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
not expert in Anti-hazing act. at this point with the printscreens of the fb message may pangil kaya ung batas to give justice for Atio?,FALSE,FALSE,2,107,136,FALSE,FALSE,57.9212,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,506,511,8,17609,35273,FALSE,3122,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,FALSE
ISIS claims responsibility for Manchester attack https\/\/t.co\/IJwOgsVFnR,FALSE,FALSE,11,50,74,FALSE,FALSE,50,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1907,2399,9,9,34087,TRUE,1812,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
  @ABSCBNNews: Uber Grab have surge pricing so LTFRB mulls higher taxi fares https://t.co/9lSXeNTcfW,FALSE,FALSE,19,59,98,FALSE,FALSE,57.4117,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,166,75,9,44,9951,FALSE,2803,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
How Martial Law in Mindanao was declared in Moscow https\/\/t.co\/v4UsVrolOL,FALSE,FALSE,9,50,76,FALSE,FALSE,54.8547,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,29023,1396,330,331,24446,TRUE,3090,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
Hontiveros on killing of Reynaldo De Guzman\To Pres Duterte &amp; all d EJK deniers...Here is the result of your policy.\   @News5AKSYON,FALSE,FALSE,18,86,134,FALSE,FALSE,67.52,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4087,474,38,143,11024,TRUE,3074,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
  @altgrfilipinas   @wondergirlash   @TitaHazQueen 165 dead in 150 days (5-month Marawi siege).\nThat mathematician  s just\u2026 https://t.co/R2SJmSOgDY,FALSE,FALSE,12,94,146,FALSE,FALSE,59.3348,0,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,286,145,1,2304,3144,FALSE,2969,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE
Reynaldo 14 found dead with 30 stab wounds. The price pa \to feel safer at night\. https\/\/t.co\/CdKkYt2g8G,FALSE,FALSE,6,69,108,FALSE,FALSE,70.1066,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,161,284,0,1913,689,FALSE,227,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
US help crucial in #Marawi battle says ambassador to #Philippines - https//t.co/h28hbc5WRs,FALSE,TRUE,6,63,90,FALSE,FALSE,78.8192,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,23,1484,74,1571,10334,FALSE,3605,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE
The body of Reynaldo De Guzman the companion of slain ex-UP student was found with 30 stab wounds.\u2026 https\/\/t.co\/RkUjsXhmgT,FALSE,FALSE,10,86,130,FALSE,FALSE,96.3,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,264290,383,254,993,FALSE,3074,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
#FirstOnTwitter:(DEVELOPING)LTFRB grants Uber appeal to lift suspension instead pay P190-million fine (via   @cnnphilippines),FALSE,TRUE,20,80,123,FALSE,FALSE,87.6531,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,439,0,0,536,FALSE,45,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,TRUE
  @rapplerdotcom: JUST IN: LTFRB announced Friday Aug 25 it is asking Uber to pay P190 M to lift the suspension order against it. https:\u2026,FALSE,FALSE,16,86,140,FALSE,FALSE,79.0889,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2773665,404,3472,7168,434899,TRUE,2283,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
RWNJ Pastor Wants Martial Law Declared If People DARE To Impeach Trump (VIDEO) https\/\/t.co\/Mp1U5PpffC,FALSE,FALSE,27,53,104,FALSE,FALSE,56.7,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,7517,6336,341,10657,75818,TRUE,3194,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Aguirre orders NBI to probe death of Carl Angelos 14-yr-old companion https\/\/t.co\/5gHiZGXvt9,FALSE,FALSE,10,61,95,FALSE,FALSE,67.69,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,295,909,2,0,14282,FALSE,1862,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Eduardo Gabriel (Father of Reynaldo de Guzman) We thought Reynaldo was just hing from us | #CNNPHNewsNight live https\/\/t.co\/bYAQhw0y4t\u2026,FALSE,TRUE,17,90,143,TRUE,FALSE,57.0815,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1887,415,517,281,614168,TRUE,3119,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,TRUE
Martial law guelines released by Davao City government. https\/\/t.co\/TbwmkCtgxv,FALSE,FALSE,5,60,81,FALSE,FALSE,92.99,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,36,1,0,1070,FALSE,2000,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
False flag to usher in martial law... https\/\/t.co\/LIT6WpDL9V,FALSE,FALSE,8,36,63,FALSE,FALSE,50,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,773,948,17,4158,9094,FALSE,312,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE
Reynaldo de Guzman was with Carl Arnaiz the night they went missing on August 17 from their homes in Cainta Rizal. https\/\/t.co\/mxUGx4XYly,FALSE,FALSE,11,97,140,FALSE,FALSE,68.28,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2788618,404,3498,7162,437715,TRUE,2283,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Aguirre orders NBI to probe death of Carl Angelos 14-yr-old companion | Read https\/\/t.co\/j3JnmErAOG via GMA News,FALSE,FALSE,16,70,115,FALSE,FALSE,62.89,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,491,6,18,0,211756,FALSE,1861,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
JUST IN: 40 European energy companies interested to invest in war-torn Marawi City. EU to give up to \u20ac100-M aid... https://t.co/xPJsBqH54o,FALSE,FALSE,16,85,143,FALSE,FALSE,67.2811,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,64,20,5,357,11705,FALSE,3155,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
Eduardo Gabriel (Father of Reynaldo de Guzman) We searched for him everywhere | #CNNPHNewsNight live https\/\/t.co\/bYAQhw0y4t\n\n\u2014 CNN Phili\u2026,FALSE,TRUE,20,90,152,FALSE,FALSE,72.92,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1887,415,517,281,614169,TRUE,3119,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Martial law declared in Philippines south after IS-linked militant siege https\/\/t.co\/VLknefu4F4,FALSE,FALSE,7,71,98,FALSE,FALSE,59.13,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,314,0,173,5709,65130,FALSE,2437,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
Bombing an Ariana Grande Concert is Part of a Broader #ISIS Campaign Against Girls https\/\/t.co\/EFiyONjedv,FALSE,TRUE,17,69,108,FALSE,FALSE,99.32,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,34732,27458,583,21,462370,TRUE,634,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
  @saleema_refran: READ: LTFRB lifts UBER suspension https://t.co/I2ANm7AqWU,FALSE,FALSE,19,38,74,FALSE,FALSE,67.3035,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,27703,504,86,17,3330,FALSE,2416,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
  @LTFRB increased it to P190M based on the estimate earnings they would have gotten to lift suspension https://t.co/dHnJvtdyyE,FALSE,FALSE,10,89,125,FALSE,FALSE,92.7172,0,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,11,3,0,12,63,FALSE,236,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
ANCALERTS Lizada: Ever since LTFRB\s existence there has been no order for conversion of suspension to fine,FALSE,FALSE,16,73,107,FALSE,FALSE,62.608,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,81,346,2,25,26033,FALSE,1962,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
  @ABSCBNNews: LTFRB grants Uber  s petition to lift suspension order under certain conditions. Uber asked to pay P190M fine. |   @jacquemana\u2026,FALSE,FALSE,16,92,142,FALSE,FALSE,72.3488,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,5478374,1300,7099,873,519283,TRUE,3338,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,TRUE
Marawi city \u201cliberated\u201d from IS-affiliated forces https//t.co/dTRyLDVa7g https//t.co/514JlRqksc,FALSE,FALSE,10,67,105,FALSE,FALSE,56.463,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,343,323,30,199,255,FALSE,495,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE
Mr. Castillo Im hopeful. Eventually their [Aegis Jvris] day of reckoning will come.,FALSE,FALSE,6,60,83,FALSE,FALSE,52.2814,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1250535,150,1790,500,275612,TRUE,2913,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE
\u201cInt  l Political Commentator called Leni an \u201cidiot\u201d for preserving the ruins in Marawi\u201d https://t.co/V0OQCfhWLa,FALSE,FALSE,11,84,131,FALSE,FALSE,57.339,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,111,380,1,1046,2885,FALSE,555,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
\Martial Law is martial law.  For my countrymen who experienced martial law this will not be any different from what Marcos d.\ -Duterte,FALSE,FALSE,5,103,136,TRUE,FALSE,73.31,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,59985,848,102,15700,36479,TRUE,850,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
  @SenGracePOE: Statement on LTFRBs order to suspend Uber https://t.co/tqIERRF0bY,FALSE,FALSE,18,45,79,FALSE,FALSE,50,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,105672,128,203,1135,3803,FALSE,1818,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
