text,contains exclamation mark,hasHashtag,Count uppercase letters,Count Lowercase letters,Number_of_Characters,has first person Pronoun,Contains smiling emoticon,Sentiment Score(n+-),No_of_positive_words,No_of_negative_words,isPositiveSentiment,isNegativeSentiment,isNeutralSentiment,hasUserMention(Old System feature),hasURL(Old System feature),hasQuestionMark(Old System Feature),truncated,hasUserDescription,protected,verified,followers_count,friends_count,listed_count,favourites_count,statuses_count,isFrequentAuthor(Old system feature),RegAgeInDays(Old System Feature),geo_enabled,profile_background_tile,profile_use_background_image,default_profile,default_profile_image,retweet_count,favorite_count,class
VOA #RodrigoDuterte declares #Marawi free of terrorist influence after battle with Islamic militants. #Philippines https//t.co/0ewTZVyG3m,FALSE,TRUE,12,101,137,FALSE,FALSE,54.21,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1310,212,2,197,575,FALSE,364,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE
\u2018HINDI PA MATAGAL NA PATAY\u2019 | When was Carl Arnaiz\u2019s companion killed? Gapan police chief says likely only recently https\/\/t.co\/a4q5cojUSy,FALSE,FALSE,27,84,156,FALSE,FALSE,73.87,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,25491,5779,319,6545,53390,TRUE,3122,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,TRUE
LATEST NEWS: Senate presents Facebook chat of Aegis Frat members in   ATIO\s   Death: https://t.co/itgyXUf4li via   @YouTube,FALSE,FALSE,23,70,120,FALSE,FALSE,76.8932,0,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,158,386,20,22,8864,FALSE,3189,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE
A young boy who wanted to be a cop but got killed by a cop. \ud83d\ude22\n#JusticeForKian,FALSE,TRUE,4,61,89,FALSE,FALSE,97.1528,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1207,741,3,18504,37588,TRUE,1483,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
#BREAKINGNEWSNOWMother Lina and Father Eduardo confirm body is of son Reynaldo De Guzman. |   @saleema_refran #OnlyInThePhilippines,FALSE,TRUE,26,82,129,FALSE,FALSE,77.9712,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,807,1945,44,18,134373,FALSE,2415,FALSE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
SSC-R PSS OFFICIAL STATEMENT ON THE RECENT KILLING OF KIAN LOTD DELOS SANTOS\n\n#JusticeForKian https\/\/t.co\/peAYhnT1aJ,FALSE,TRUE,70,26,121,FALSE,FALSE,64.6954,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,61,94,0,20,47,FALSE,81,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
JUST IN: LTFRB asks Uber to pay P190-million fine to lift suspension.\n\nStory... https://t.co/iPELtZtjuj by\u2026 https://t.co/iycxFJMoSN,FALSE,FALSE,23,75,138,FALSE,FALSE,82.8009,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,28,0,0,52,FALSE,92,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
PRESIDENT DUTERTE MEETS WITH FAMILY OF CARL ANGELO ARNAIZ \n\nPresent Rodrigo Roa Duterte on September 6 ... https\/\/t.co\/MqAheAM9E6,FALSE,FALSE,59,43,134,FALSE,FALSE,99.4667,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,157,218,1,334,789,FALSE,78,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
Martial law declared in southern Philippines\nhttps\/\/t.co\/Bg1dTovrfc #travelnews #Philippines https\/\/t.co\/sT26QiYw3X,FALSE,TRUE,9,84,122,FALSE,FALSE,50,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2931,1194,158,58,7000,TRUE,2914,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Duterte Declares Martial Law On Philippine Island Of Mindanao https\/\/t.co\/QcSEe7Fnxa,FALSE,FALSE,13,57,87,FALSE,FALSE,58.6,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1358,431,455,1266,283240,TRUE,3099,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
The 14-year old companion of Carl Angelo Arnaiz was found dead today. He had 30 stab wounds and his head was... https\/\/t.co\/dyqoRHm6K3,FALSE,FALSE,8,90,137,FALSE,FALSE,71.01,0,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2148,330,35,476,5953,TRUE,2876,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,TRUE
  @RRD_Davao people in marawi suing the govt for hr violation...counter sue this ridiculous oppositions...lps n associates bayaran...,FALSE,FALSE,4,100,131,FALSE,FALSE,99.8981,0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,68,1,7181,6338,FALSE,2666,TRUE,FALSE,TRUE,TRUE,TRUE,0,0,FALSE
10  accounts helped to turn Reynaldo de Guzman into a Trending Topic. Some of them   @ABSCBNNews   @rapplerdotcom &amp;   @PhilstarNews,FALSE,FALSE,14,88,129,FALSE,FALSE,84.6812,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,186830,45,179,0,485765,TRUE,1628,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
  @syria_true   @BrazilAleppo   @Forza_Bashar   @HalayjHalayk #Russian Jets &amp; Military Arrives at #Marawi. #PrayForMarawi https\/\/t.co\/JWTGYzpwrX,FALSE,TRUE,20,92,143,FALSE,FALSE,84.72,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,39,69,2,1129,4703,FALSE,309,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
Winnie Monsod explains why CJ Sereno shouldnt be impeached https//t.co/qviTtWYxIB,FALSE,FALSE,10,58,81,FALSE,FALSE,52.1231,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,421,351,1,37,6354,FALSE,3064,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE
Manchester Arena attack ISIS claims responsibility after 22 killed alm... https\/\/t.co\/Ead21mEQza,FALSE,FALSE,9,66,99,FALSE,FALSE,59.03,0,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2013,2338,143,32,65856,TRUE,1955,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
LOOK List of provinces where Martial Law is in effect https\/\/t.co\/3NGHbvy2XN,FALSE,FALSE,12,48,79,FALSE,FALSE,56.768,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0,0,999,FALSE,2302,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
When was Carl Arnaiz\u2019s companion killed? Gapan police chief says he had not been dead for long\u2026 https\/\/t.co\/UuwvSmrNWc,FALSE,FALSE,8,88,131,FALSE,FALSE,74.3809,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,176808,792,910,1352,176580,TRUE,2446,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,FALSE
\He smelled of gas.. like he was supposed to be burned.\ Reynaldo de Guzman was stabbed 30 times and thrown at Gapa\u2026 https\/\/t.co\/SqHjr4NYYp,FALSE,FALSE,9,96,147,FALSE,FALSE,99.98,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,16,212,505,0,362,FALSE,76,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Monsod Marcos martial law was abusive | LIVE https\/\/t.co\/XHHEoIso0y\n\n\u2014 CNN Philippines (cnnphilippines) May 24 2017,FALSE,FALSE,16,71,125,FALSE,FALSE,65.07,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1576,124,1175,949,746752,TRUE,2906,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
Pres. Duterte If ISIS has taken foothold in Luzon and terrorism not far behind i might declare martial law throughout the country   @dzbb,FALSE,FALSE,8,103,135,FALSE,FALSE,55.72,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,429,501,76,131,34711,FALSE,1580,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Rodrigo Duterte Philippine Present vows harsh martial law in southern Philippines https\/\/t.co\/O34LV5skwN,FALSE,FALSE,9,77,107,FALSE,FALSE,73.47,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,147,222,7,0,16329,FALSE,829,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Manuel Neuer getting married and martial law declaration in all one day.,FALSE,FALSE,2,58,72,FALSE,FALSE,90.91,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,69,147,1,11,126,FALSE,2590,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,FALSE
We deserve better #FireMocha tops local Twitter trends via   @rapplerdotcom https\/\/t.co\/KxGMa5cU64 #FireMocha dapat sa TANGA at BOBA!,TRUE,TRUE,19,85,134,FALSE,FALSE,58.47,2,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,323,881,8,5341,10379,FALSE,3237,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
Mr. Senator   dont relate perceived silence to inaction. Get your opinions straight. https//t.co/U0oCEBFMPW via   @rmnnetworks,FALSE,FALSE,11,88,123,FALSE,FALSE,50.8267,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,33,62,0,57,51,FALSE,250,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE
#BREAKINGNEWSNOW(DEVELOPING)Speaker Alvarez supports Present Dutertes martial law declaration. | via   @chailuci #OnlyInThePhilippines,FALSE,TRUE,33,81,132,FALSE,FALSE,63.35,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16133,16065,189,57,437822,TRUE,2791,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
  @gerarddelapena LTFRB computed P10M multiplied by 19 remaining days of suspension (from Tuesday) as basis for amoun\u2026 https://t.co/rCHdkwaYNK,FALSE,FALSE,13,98,145,FALSE,FALSE,58.6493,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,527184,222,2557,2015,441845,TRUE,3375,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,TRUE
  @LeilasINQ Read https\/\/t.co\/9x8EEwmMWc,FALSE,FALSE,9,20,41,FALSE,FALSE,55.28,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2634582,1894,5533,34291,587013,TRUE,3369,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,TRUE
#BREAKINGNEWSNOWDOJ Sec Vitaliano Aguirre II orders NBI to probe the killing of 14-yr-old Reynaldo de Guzman |   @MRamosINQ #ImpactYourWorld,FALSE,TRUE,36,76,138,FALSE,FALSE,50.54,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,30,0,0,1495,FALSE,45,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
House awaits Duterte report on martial law in Mindanao https\/\/t.co\/BwRkiIKhAM,FALSE,FALSE,9,55,80,FALSE,FALSE,50,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2668,55,279,55,1969091,TRUE,1819,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Aguirre orders NBI to probe death of Carl Angelo\u2019s 14-yr-old companion https\/\/t.co\/LJd3kz6bYz,FALSE,FALSE,9,63,101,FALSE,FALSE,67.69,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,5276269,822,8515,15988,510506,TRUE,3069,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
LTFRB slaps P190M fine on Uber in exchange for lifting suspension https://t.co/Glq9aDeSyJ via   @ABSCBNNews,FALSE,FALSE,19,63,105,FALSE,FALSE,64.2507,1,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1673,2167,164,1567,37694,TRUE,1480,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
  @cnnphilippines: BREAKING: LTFRB grants Uber appeal to lift suspension instead pay P190-million fine https://t.co/sDo55hwVGt https://t.\u2026,FALSE,FALSE,18,86,141,FALSE,FALSE,87.6531,2,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,279526,329,1183,60,204225,TRUE,1117,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
#JusticeforKian A mothers cry for justice | ABS-CBN News https\/\/t.co\/z1zD5GDhpr,FALSE,TRUE,13,48,82,FALSE,FALSE,80.5355,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,955,1674,11,485,5612,FALSE,3100,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Martial Law in Mindanao,FALSE,FALSE,3,17,23,FALSE,FALSE,50,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20,26,0,606,32,FALSE,152,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
  @RRD_Davao people in marawi suing the govt for hr violation...counter sue this ridiculous oppositions...lps n associates bayaran...,FALSE,FALSE,4,100,131,FALSE,FALSE,50.0121,0,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,14,68,1,7181,6338,FALSE,2666,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,FALSE
BBC Host on Manchester ISIS Attack Europe Has to Get Used to This https\/\/t.co\/bUqUQYFiuQ https\/\/t.co\/FS1XIROIeY,FALSE,FALSE,29,59,117,FALSE,FALSE,99.47,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,104417,35800,853,65671,76181,TRUE,973,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
Missing teen last seen with Carl Arnaiz found dead with 30 stab wounds - https\/\/t.co\/R5DC6PSW32 via   @rapplerdotcom https\/\/t.co\/XkDIWDlrYI,FALSE,FALSE,16,88,143,FALSE,FALSE,64.53,0,3,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,331588,2237,1973,1122,138457,TRUE,3088,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
LTFRB lifts Uber\u2019s 1-month suspension but slaps it with a P190-M fine https://t.co/5DoB4B7vt7   @News5Aksyon   @InterAksyon   @TechSabado,FALSE,FALSE,17,80,136,FALSE,FALSE,81.8745,1,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1275,661,86,340,10132,TRUE,3140,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
Present Rodrigo Duterte met the parents of slain 19-year-old Carl Angelo Arnaiz. https\/\/t.co\/AulJJugYI1,FALSE,FALSE,11,70,106,FALSE,FALSE,89.31,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2788561,404,3513,7162,437712,TRUE,2283,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Sen. Hontiveros is frightened in Pres. Dutertes declaration of Martial Law in Mindanao,FALSE,FALSE,7,65,86,FALSE,FALSE,50,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,290,432,1,1214,5780,FALSE,2884,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
Aguirre orders NBI to probe death of Carl Angelos 14-yr-old companion https\/\/t.co\/EcNtmMhxFU https\/\/t.co\/ypD7WXmomB \u003ca href=\https\/\/ifttt.com\ rel=\nofollow\\u003eIFTTT\u003c\/a\u003e,FALSE,FALSE,20,113,196,FALSE,FALSE,67.69,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2052,2055,362,644,664893,TRUE,3291,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
Martial law in southern Philippines could last a year Duterte\nhttps\/\/t.co\/z4gctgNyzt,FALSE,FALSE,4,66,88,FALSE,FALSE,65.9777,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1131,602,2,533,847,FALSE,1665,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Present Duterte just declared Martial Law in Mindanao.,FALSE,FALSE,5,41,54,FALSE,FALSE,56.5,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,587,1357,4,11437,17365,FALSE,575,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
  @makoipopioco: LTFRB has NOT yet lifted the suspension. Ubers accreditation will be restored ONLY WHEN THEY GET TO PAY \u20bd190 M.   @cnnphil\u2026,FALSE,FALSE,30,79,146,FALSE,FALSE,85.9074,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,469,442,5,14,10991,FALSE,2009,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
Duterte may expand martial law to Visayas https\/\/t.co\/DxSi2RQBan | via   @sunstaronline https\/\/t.co\/f2nWVc3sAA,FALSE,FALSE,11,73,114,FALSE,FALSE,57.1921,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,363,50,25,0,129829,FALSE,2787,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
We deserve better #FireMocha tops local Twitter trends - https\/\/t.co\/1dDQ9ZAyZg via   @rapplerdotcom https\/\/t.co\/Ahqzoea2Hm,FALSE,TRUE,11,84,127,FALSE,FALSE,58.48,2,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1817,533,31,1645,8679,TRUE,2975,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
ISIS Claims Responsibility for Manchester Concert Attack; 22 Are Dead https\/\/t.co\/XAzvBF0pDe,FALSE,FALSE,16,58,95,FALSE,FALSE,59.33,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,734,571,19,48,33843,FALSE,2804,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,TRUE
#LTFRB to Uber: Pay P190 million well lift suspension https://t.co/JwXsVQ0oBY #all #feedly\n\n#LTFRBBulok,FALSE,TRUE,20,58,105,FALSE,FALSE,58.489,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,73,0,0,411,FALSE,269,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
  @gmanews:   @saleema_refran READ: LTFRB lifts Uber suspension | via   @saleema_refran https://t.co/7jKV6HpSqg,FALSE,FALSE,14,66,105,FALSE,FALSE,67.3035,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,5260709,826,8524,15995,508447,TRUE,42,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
LTFRB: P190M fine on Uber  s based on its daily income of P7-10M x number of days it  s supposed to be suspended | via   @gerarddelapena,FALSE,FALSE,10,87,132,FALSE,FALSE,99.6323,1,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2832,392,84,688,17371,TRUE,822,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE
   @LTFRB: ADVISORY \n\nSUSPENSION OF BUS ROUTES DUE TO TYPHOON JOLINA https://t.co/97aZaTZzVC,FALSE,FALSE,57,13,92,FALSE,FALSE,50,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30733,438,108,412,8405,TRUE,1614,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
  @Foxnews reported that #ISIS has claimed the bomber as one of theirs. https\/\/t.co\/JFrirpzeMj,FALSE,TRUE,8,65,95,FALSE,FALSE,87.18,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6018,4539,78,15784,25484,TRUE,1346,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE
RT cnnphilippines \Senator risahontiveros The brutal stabbing of 14-year-old Reynaldo de Guzman is a vile ... https\/\/t.co\/gPTC5guAKB,FALSE,FALSE,12,91,135,FALSE,FALSE,85.8972,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,89,347,2,25,35114,FALSE,1962,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE
Maute Patriarch Falls Planning &amp; Funding of Marawi Seige Exposed https//t.co/QUmdjKHPHp ISIS is Deus. Ex. https//t.co/3fc9mMI2CF,FALSE,FALSE,24,78,132,FALSE,FALSE,51.1141,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,272,255,6,4346,5210,FALSE,2220,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE
#BREAKINGNEWSNOW(DEVELOPING)Body of missing 14 year-old boy found dead in Nueva Ecija. (via   @cnnphilippines) #OnlyInThePhilippines,FALSE,TRUE,32,74,130,FALSE,FALSE,73.56,0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,807,1945,44,18,134414,FALSE,2415,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,TRUE
Marawi war heroes get navy awards - https//t.co/cPIM0ktQ3P via   @philmonitor https//t.co/8qpH1aI92g,FALSE,FALSE,8,64,98,FALSE,FALSE,59.1234,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,36,0,0,0,7996,FALSE,225,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,FALSE
